Temperature_A	Temperature_C	Log_Pressure
155	155	7.9e-08
154.998	155	7.9e-08
154.999	155.002	7.9e-08
154.999	155.001	7.9e-08
155	155.002	7.9e-08
154.999	155	7.89e-08
155	155	7.89e-08
154.999	154.999	7.89e-08
154.998	155.003	7.89e-08
154.998	155	7.89e-08
154.997	155	7.89e-08
155	154.999	7.89e-08
155	155	7.89e-08
155	155.002	7.89e-08
155	155	7.89e-08
155	155	7.89e-08
154.999	155	7.89e-08
155	155.001	7.89e-08
154.998	155	7.89e-08
154.998	155	7.89e-08
154.996	155	7.89e-08
154.998	154.999	7.89e-08
154.998	154.999	7.89e-08
154.995	154.999	7.89e-08
154.996	154.998	7.89e-08
154.996	154.998	7.89e-08
154.996	154.998	7.89e-08
154.994	154.999	7.89e-08
154.993	155	7.89e-08
154.996	154.999	7.89e-08
154.995	154.999	7.89e-08
154.996	155	7.89e-08
154.995	154.999	7.89e-08
154.997	155.002	7.89e-08
154.997	155	7.89e-08
154.996	155.001	7.89e-08
154.996	155.002	7.89e-08
154.996	155	7.89e-08
154.999	155.002	7.89e-08
154.999	155.002	7.89e-08
154.998	155	7.89e-08
154.999	155.001	7.89e-08
155	155.001	7.89e-08
155	155.003	7.89e-08
155.001	155.002	7.89e-08
155.001	155.002	7.89e-08
155	155.001	7.89e-08
155.004	155.002	7.9e-08
155.002	155.001	7.89e-08
155.002	155.001	7.89e-08
155.002	155.002	7.89e-08
155.002	155.002	7.9e-08
155.004	155.001	7.9e-08
155.003	155.005	7.9e-08
155.004	155.001	7.89e-08
155.005	155.004	7.89e-08
155.004	155.002	7.9e-08
155.002	155.002	7.9e-08
155.001	155.002	7.9e-08
155.002	155	7.9e-08
155.002	155.002	7.89e-08
155.001	155.001	7.9e-08
155.002	155.001	7.89e-08
155	155.004	7.89e-08
155.001	155.001	7.9e-08
155.002	155.002	7.9e-08
155.002	155.001	7.9e-08
155.003	155.002	7.9e-08
155.003	155.002	7.9e-08
155.002	155.003	7.9e-08
155	155.002	7.9e-08
155.001	155	7.9e-08
155.002	155	7.9e-08
155.001	155.002	7.9e-08
155.002	155	7.9e-08
155.001	155.001	7.9e-08
154.998	155	7.9e-08
155.001	154.999	7.9e-08
154.998	155	7.9e-08
155.001	154.999	7.9e-08
154.998	155	7.9e-08
154.998	155	7.9e-08
154.999	154.998	7.9e-08
154.996	155	7.9e-08
154.997	154.998	7.9e-08
154.997	154.997	7.9e-08
154.997	154.998	7.9e-08
154.996	154.998	7.9e-08
154.997	154.997	7.9e-08
154.998	154.999	7.9e-08
154.998	154.999	7.9e-08
154.999	154.998	7.9e-08
154.998	154.998	7.89e-08
154.999	155	7.89e-08
154.998	154.997	7.89e-08
154.997	154.997	7.89e-08
155	154.999	7.89e-08
154.998	155	7.89e-08
154.998	154.998	7.89e-08
154.999	154.999	7.89e-08
154.999	155	7.87e-08
155.001	154.999	7.87e-08
154.997	155	7.87e-08
154.998	154.998	7.87e-08
155	154.998	7.87e-08
154.999	154.998	7.87e-08
155	154.999	7.87e-08
154.997	155	7.87e-08
154.998	155	7.87e-08
154.999	154.998	7.87e-08
154.998	155	7.87e-08
154.998	154.999	7.87e-08
155	154.999	7.85e-08
154.999	154.998	7.85e-08
154.999	154.998	7.85e-08
154.998	154.998	7.85e-08
155	154.998	7.85e-08
154.999	154.999	7.85e-08
155	154.999	7.85e-08
155	154.999	7.85e-08
154.998	155.001	7.85e-08
154.999	155	7.85e-08
155	155	7.85e-08
154.998	155.001	7.85e-08
154.998	155	7.85e-08
154.998	155	7.85e-08
155	154.999	7.85e-08
154.997	154.999	7.85e-08
155.002	155	7.85e-08
154.999	154.999	7.85e-08
155	155	7.85e-08
154.999	155	7.85e-08
154.999	155	7.85e-08
155.001	155.002	7.85e-08
155	155.003	7.85e-08
155.001	154.999	7.85e-08
155.002	154.999	7.85e-08
155.001	155.002	7.85e-08
155.002	155.001	7.87e-08
155.002	154.999	7.87e-08
155.002	155.001	7.87e-08
155.003	155	7.87e-08
155.001	155.001	7.85e-08
155.004	155.002	7.85e-08
155.001	154.999	7.87e-08
155	155.001	7.87e-08
155.003	155.002	7.85e-08
155.003	155	7.87e-08
155.003	155.003	7.87e-08
155.002	155.001	7.87e-08
155.005	155	7.87e-08
155.005	155.002	7.87e-08
155.006	155.002	7.87e-08
155.007	155.002	7.87e-08
155.006	155	7.87e-08
155.007	155.001	7.87e-08
155.005	155.002	7.87e-08
155.006	155.002	7.87e-08
155.006	155.002	7.87e-08
155.008	155	7.87e-08
155.008	155.002	7.87e-08
155.008	155	7.87e-08
155.008	155.002	7.87e-08
155.008	155.001	7.87e-08
155.005	155.002	7.87e-08
155.005	155.001	7.87e-08
155.005	155.002	7.87e-08
155.007	154.999	7.87e-08
155.007	155	7.87e-08
155.006	155	7.87e-08
155.007	155	7.87e-08
155.007	155.002	7.85e-08
155.005	155	7.87e-08
155.008	155.004	7.85e-08
155.006	155.003	7.85e-08
155.007	155.002	7.85e-08
155.009	155.002	7.85e-08
155.007	155.003	7.85e-08
155.008	155.002	7.85e-08
155.008	155	7.85e-08
155.008	155.003	7.85e-08
155.009	155.002	7.85e-08
155.008	155.001	7.85e-08
155.007	155.002	7.83e-08
155.007	155.002	7.85e-08
155.008	155.002	7.85e-08
155.008	155.001	7.85e-08
155.008	155.003	7.83e-08
155.006	155.002	7.83e-08
155.007	155.001	7.85e-08
155.007	155.002	7.83e-08
155.008	155.002	7.83e-08
155.008	155.001	7.83e-08
155.008	155.002	7.83e-08
155.009	155	7.83e-08
155.007	155.002	7.83e-08
155.007	155.003	7.83e-08
155.006	155.001	7.83e-08
155.006	155.001	7.83e-08
155.007	155	7.83e-08
155.006	154.999	7.83e-08
155.004	155.001	7.83e-08
155.007	155.001	7.83e-08
155.005	154.999	7.83e-08
155.005	154.999	7.83e-08
155.005	155	7.83e-08
155.004	154.998	7.83e-08
155.003	155	7.83e-08
155.005	155	7.83e-08
155.005	155	7.83e-08
155.004	155.002	7.83e-08
155.002	155	7.83e-08
155.004	155.002	7.83e-08
155.002	155.001	7.83e-08
155.002	155.001	7.83e-08
155.003	155.002	7.83e-08
155.003	155.002	7.83e-08
155.002	155.002	7.83e-08
155	155.002	7.83e-08
155.002	155.001	7.83e-08
155.002	155.002	7.83e-08
155.002	155.001	7.83e-08
155	154.999	7.83e-08
155.002	155	7.83e-08
155.003	155	7.83e-08
155	155.001	7.83e-08
155.003	155.002	7.83e-08
155.001	155.003	7.83e-08
155.002	154.999	7.83e-08
155	155	7.83e-08
155.002	155.001	7.83e-08
155.001	155.002	7.83e-08
155.003	154.999	7.81e-08
155.003	154.997	7.81e-08
155.003	155	7.81e-08
155.006	155	7.81e-08
155.004	154.999	7.81e-08
155.005	155.002	7.81e-08
155.005	154.999	7.81e-08
155.005	154.999	7.81e-08
155.004	155.001	7.81e-08
155.004	155	7.79999e-08
155.005	154.999	7.79999e-08
155.004	154.999	7.79999e-08
155.004	155	7.79999e-08
155.006	154.998	7.79999e-08
155.006	155	7.79999e-08
155.004	154.998	7.79999e-08
155.004	155	7.79999e-08
155.004	154.999	7.79999e-08
155.006	154.999	7.79999e-08
155.005	155	7.79999e-08
155.004	154.998	7.79999e-08
155.005	154.998	7.79999e-08
155.002	155	7.79999e-08
155.003	155	7.79999e-08
155.002	154.999	7.79999e-08
155.002	154.998	7.77999e-08
155.002	154.998	7.79999e-08
155.001	154.998	7.77999e-08
155.001	154.999	7.77999e-08
155.001	154.998	7.77999e-08
155.002	154.999	7.77999e-08
155.001	155	7.77999e-08
154.999	154.999	7.77999e-08
155	155	7.77999e-08
154.997	154.999	7.77999e-08
154.999	155	7.77999e-08
154.999	155	7.77999e-08
154.999	155	7.77999e-08
154.999	155	7.77999e-08
155	154.999	7.77999e-08
155	154.999	7.77999e-08
155.002	154.999	7.77999e-08
154.998	155	7.77999e-08
155	155	7.77999e-08
154.998	155	7.77999e-08
155.001	155.002	7.77999e-08
155	155	7.79999e-08
155.002	155	7.79999e-08
154.999	155.001	7.77999e-08
155	155.002	7.79999e-08
155	155	7.79999e-08
154.998	155	7.79999e-08
155.002	155.001	7.79999e-08
155.001	155.003	7.79999e-08
154.999	155	7.79999e-08
155.002	155.002	7.79999e-08
155	155.001	7.79999e-08
155.001	155.001	7.79999e-08
155.001	155.003	7.79999e-08
155.002	155.002	7.79999e-08
155.002	155.002	7.79999e-08
155.003	155.001	7.79999e-08
155.002	155.001	7.79999e-08
155.002	155.002	7.79999e-08
155.003	155.001	7.79999e-08
155.004	155.002	7.79999e-08
155.002	155.002	7.79999e-08
155.001	155.002	7.79999e-08
155	155.001	7.79999e-08
155.003	155	7.81e-08
155	155.002	7.79999e-08
155	155.001	7.81e-08
155.001	155.002	7.81e-08
155.001	155.001	7.81e-08
154.999	155.002	7.81e-08
155.002	155.001	7.81e-08
155.002	155.001	7.81e-08
155.002	155.001	7.81e-08
155.001	155.003	7.81e-08
155.004	155	7.81e-08
155.001	155	7.79999e-08
155.002	155	7.81e-08
155.001	155.004	7.81e-08
155.001	155.002	7.81e-08
155.002	155.001	7.81e-08
155.001	155.002	7.81e-08
155.002	155.003	7.81e-08
155.003	155.002	7.81e-08
155.003	155.006	7.81e-08
155.002	155.003	7.81e-08
155.002	155.004	7.81e-08
155.002	155.003	7.81e-08
155.003	155.003	7.81e-08
155.001	155.002	7.81e-08
155.002	155.005	7.81e-08
155.003	155.004	7.79999e-08
155.002	155.003	7.81e-08
155.002	155.003	7.79999e-08
155.001	155.001	7.79999e-08
155	155.002	7.79999e-08
155	155.002	7.79999e-08
155	155.002	7.79999e-08
154.999	155.002	7.79999e-08
154.998	155.004	7.79999e-08
155	155.002	7.79999e-08
155	155.002	7.77999e-08
154.998	155.002	7.77999e-08
154.998	155.002	7.77999e-08
154.998	155.003	7.77999e-08
